"time","categoria","concepto","valor","revisado","C"
"01/01/1999","subsector","327 Fabricación de productos a base de minerales no metálicos",3.428493,3.428493,0
"01/01/1999","subsector","331 Industrias metálicas básicas",1.089183,1.089183,0
"01/01/1999","subsector","332 Fabricación de productos metálicos",0.462877,0.462877,0
"01/01/1999","subsector","333 Fabricación de maquinaria y equipo",64.823753,64.823753,0
"01/01/1999","subsector","334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",25.830188,25.830188,0
"01/01/1999","subsector","335 Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",0.933815,0.933815,0
"01/01/1999","subsector","336 Fabricación de equipo de transporte",-11.679683,-11.679683,0
"01/01/1999","subsector","337 Fabricación de muebles, colchones y persianas",0,0,0
"01/01/1999","subsector","339 Otras industrias manufactureras",1.504404,1.504404,0
"01/01/1999","subsector","431 Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",1.434268,1.434268,0
"01/01/1999","subsector","432 Comercio al por mayor de productos textiles y calzado",,,1
"01/01/1999","subsector","433 Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca",1.777453,1.777453,0
"01/01/1999","subsector","434 Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",6.815396,6.814748,0
"01/01/1999","subsector","435 Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",0.968254,0.968254,0
"01/01/1999","subsector","436 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",,,1
"01/01/1999","subsector","437 Intermediación de comercio al por mayor",0,0,0
"01/01/1999","subsector","461 Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",,,1
"01/01/1999","subsector","462 Comercio al por menor en tiendas de autoservicio y departamentales",8.239923,8.239923,0
"01/01/1999","subsector","463 Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado",,,1
"01/01/1999","subsector","464 Comercio al por menor de artículos para el cuidado de la salud",0,0,0
"01/01/1999","subsector","465 Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal",0,0,0
"01/01/1999","subsector","466 Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados",0,0,0
"01/01/1999","subsector","467 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0,0,0
"01/01/1999","subsector","468 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",0.471986,0,0
"01/01/1999","subsector","469 Comercio al por menor exclusivamente a través de Internet, y catálogos impresos, televisión y similares",0,0,0
"01/01/1999","subsector","481 Transporte aéreo",0,0,0
"01/01/1999","subsector","482 Transporte por ferrocarril",,,1
"01/01/1999","subsector","483 Transporte por agua",0,0,0
"01/01/1999","subsector","484 Autotransporte de carga",0,0,0
"01/01/1999","subsector","485 Transporte terrestre de pasajeros, excepto por ferrocarril",0,0,0
"01/01/1999","subsector","486 Transporte por ductos",0,0,0
"01/01/1999","subsector","487 Transporte turístico",0,0,0
"01/01/1999","subsector","488 Servicios relacionados con el transporte",,,1
"01/01/1999","subsector","492 Servicios de mensajería y paquetería",,,1
"01/01/1999","subsector","493 Servicios de almacenamiento",0,0,0
"01/01/1999","subsector","511 Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión",0,0,0
"01/01/1999","subsector","512 Industria fílmica y del video, e industria del sonido",0,0,0
"01/01/1999","subsector","515 Radio y televisión",,,1
"01/01/1999","subsector","517 Telecomunicaciones",0.241127,0.241127,0
"01/01/1999","subsector","518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0,0,0
"01/01/1999","subsector","519 Otros servicios de información",0,0,0
"01/01/1999","subsector","522 Instituciones de intermediación crediticia y financiera no bursátil",0.080211,0.080211,0
"01/01/1999","subsector","523 Actividades bursátiles, cambiarias y de inversión financiera",,,1
"01/01/1999","subsector","524 Compañías de fianzas, seguros y pensiones",,,1
"01/01/1999","subsector","531 Servicios inmobiliarios",0.309931,0.309931,0
"01/01/1999","subsector","532 Servicios de alquiler de bienes muebles",0,0,0
"01/01/1999","subsector","533 Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0
"01/01/1999","subsector","541 Servicios profesionales, científicos y técnicos",0.993227,0.993227,0
"01/01/1999","subsector","561 Servicios de apoyo a los negocios",0.922157,0.922157,0
"01/01/1999","subsector","562 Manejo de residuos y desechos, y servicios de remediación",0,0,0
"01/01/1999","subsector","611 Servicios educativos",0,0,0
"01/01/1999","subsector","621 Servicios médicos de consulta externa y servicios relacionados",0,0,0
"01/01/1999","subsector","622 Hospitales",0,0,0
"01/01/1999","subsector","623 Residencias de asistencia social y para el cuidado de la salud",0,0,0
"01/01/1999","subsector","624 Otros servicios de asistencia social",0,0,0
"01/01/1999","subsector","711 Servicios artísticos, culturales y deportivos, y otros servicios relacionados",0,0,0
"01/01/1999","subsector","713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos",,,1
"01/01/1999","subsector","721 Servicios de alojamiento temporal",5.088952,5.088952,0
"01/01/1999","subsector","722 Servicios de preparación de alimentos y bebidas",0.010653,0.010653,0
"01/01/1999","subsector","811 Servicios de reparación y mantenimiento",,,1
"01/01/1999","subsector","812 Servicios personales",0,0,0
"01/01/1999","subsector","813 Asociaciones y organizaciones",0,0,0
"01/01/1999","Tipo de inversión","Cuentas entre compañías",77.193689,77.19369,0
"01/01/1999","Tipo de inversión","Nuevas inversiones",26.372129,26.37213,0
"01/01/1999","Tipo de inversión","Reinversión de utilidades",94.958838,94.95884,0
"01/01/2000","sector","11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,1
"01/01/2000","sector","21 Minería",22.630704,22.630704,0
"01/01/2000","sector","22 Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",,0.440776,0
"01/01/2000","sector","23 Construcción",-0.83189,-0.83189,0
"01/01/2000","sector","31-33 Industrias manufactureras",146.682768,146.682768,0
"01/01/2000","sector","43 y 46 Comercio",32.624072,32.541854,0
"01/01/2000","sector","48 y 49 Transportes, correos y almacenamiento",2.224343,2.224343,0
"01/01/2000","sector","51 Información en medios masivos",0.047037,0.047037,0
"01/01/2000","sector","52 Servicios financieros y de seguros",18.00484846,18.00484846,0
"01/01/2000","sector","53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",0.304207,0.304207,0
"01/01/2000","sector","54 Servicios profesionales, científicos y técnicos",0.28908,0.28908,0
"01/01/2000","sector","56 Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",0.570462,0.554083,0
"01/01/2000","sector","61 Servicios educativos",0,0,0
"01/01/2000","sector","62 Servicios de salud y de asistencia social",0,0,0
"01/01/2000","sector","71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,1
"01/01/2000","sector","72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",16.12789336,16.12789336,0
"01/01/2000","sector","81 Otros servicios excepto actividades gubernamentales",0,0,0
"01/01/2000","sector","Confidencial",0.36974698,0.0275679999999738,0
"01/01/2000","subsector","111 Agricultura",,,1
"01/01/2000","subsector","112 Cría y explotación de animales",0,0,0
"01/01/2000","subsector","113 Aprovechamiento forestal",0,0,0
"01/01/2000","subsector","115 Servicios relacionados con las actividades agropecuarias y forestales",0,0,0
"01/01/2000","subsector","211 Extracción de petróleo y gas",0,0,0
"01/01/2000","subsector","212 Minería de minerales metálicos y no metálicos, excepto petróleo y gas",22.630704,22.630704,0
"01/01/2000","subsector","213 Servicios relacionados con la minería",0,0,0
"01/01/2000","subsector","221 Generación, transmisión y distribución de energía eléctrica",0,0.440776,0
"01/01/2000","subsector","222 Suministro de agua y suministro de gas por ductos al consumidor final",,0,0
"01/01/2000","subsector","236 Edificación",,,1
"01/01/2000","subsector","237 Construcción de obras de ingeniería civil",,,1
"01/01/2000","subsector","238 Trabajos especializados para la construcción",,,1
"01/01/2000","subsector","311 Industria alimentaria",13.391639,13.391639,0
"01/01/2000","subsector","312 Industria de las bebidas y del tabaco",0.251201,0.251201,0
"01/01/2000","subsector","313 Fabricación de insumos textiles y acabado de textiles",0,0,0
"01/01/2000","subsector","314 Fabricación de productos textiles, excepto prendas de vestir",,,1
"01/01/2000","subsector","315 Fabricación de prendas de vestir",9.951291,9.951291,0
"01/01/2000","subsector","316 Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",0,0,0
"01/01/2000","subsector","321 Industria de la madera",0,0,0
"01/01/2000","subsector","322 Industria del papel",3.623688,3.623688,0
"01/01/2000","subsector","323 Impresión e industrias conexas",0,0,0
"01/01/2000","subsector","324 Fabricación de productos derivados del petróleo y del carbón",0,0,0
"01/01/2000","subsector","325 Industria química",8.685314,8.685314,0
"01/01/2000","subsector","326 Industria del plástico y del hule",2.459378,2.459378,0
"01/01/2000","subsector","327 Fabricación de productos a base de minerales no metálicos",0,0,0
"01/01/2000","subsector","331 Industrias metálicas básicas",1.626347,1.626347,0
"01/01/2000","subsector","332 Fabricación de productos metálicos",3.994362,3.994362,0
"01/01/2000","subsector","333 Fabricación de maquinaria y equipo",1.128993,1.128993,0
"01/01/2000","subsector","334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",73.656339,73.656339,0
"01/01/2000","subsector","335 Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",0.681209,0.681209,0
"01/01/2000","subsector","336 Fabricación de equipo de transporte",26.278573,26.278573,0
"01/01/2000","subsector","337 Fabricación de muebles, colchones y persianas",,,1
"01/01/2000","subsector","339 Otras industrias manufactureras",0.643146,0.643146,0
"01/01/2000","subsector","431 Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",1.077517,1.077517,0
"01/01/2000","subsector","432 Comercio al por mayor de productos textiles y calzado",0.028512,0.028512,0
"01/01/2000","subsector","433 Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca",14.958794,14.958794,0
"01/01/2000","subsector","434 Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",1.353461,1.353461,0
"01/01/2000","subsector","435 Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",-1.04767,-1.04767,0
"01/01/2000","subsector","436 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",,,1
"01/01/2000","subsector","437 Intermediación de comercio al por mayor",0,0,0
"01/01/2000","subsector","461 Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",,,1
"01/01/2000","subsector","462 Comercio al por menor en tiendas de autoservicio y departamentales",14.776981,14.776981,0
"01/01/2000","subsector","463 Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado",0,0,0
"01/01/2000","subsector","464 Comercio al por menor de artículos para el cuidado de la salud",0,0,0
"01/01/2000","subsector","465 Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal",,,1
"01/01/2000","subsector","466 Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados",0,0,0
"01/01/2000","subsector","467 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0,0,0
"01/01/2000","subsector","468 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",,0,0
"01/01/2000","subsector","469 Comercio al por menor exclusivamente a través de Internet, y catálogos impresos, televisión y similares",0,0,0
"01/01/2000","subsector","481 Transporte aéreo",0,0,0
"01/01/2000","subsector","482 Transporte por ferrocarril",,,1
"01/01/2000","subsector","483 Transporte por agua",0,0,0
"01/01/2000","subsector","484 Autotransporte de carga",0,0,0
"01/01/2000","subsector","485 Transporte terrestre de pasajeros, excepto por ferrocarril",0,0,0
"01/01/2000","subsector","486 Transporte por ductos",0,0,0
"01/01/2000","subsector","487 Transporte turístico",0,0,0
"01/01/2000","subsector","488 Servicios relacionados con el transporte",,,1
"01/01/2000","subsector","492 Servicios de mensajería y paquetería",,,1
"01/01/2000","subsector","493 Servicios de almacenamiento",0,0,0
"01/01/2000","subsector","511 Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión",0,0,0
"01/01/2000","subsector","512 Industria fílmica y del video, e industria del sonido",0,0,0
"01/01/2000","subsector","515 Radio y televisión",,,1
"01/01/2000","subsector","517 Telecomunicaciones",-0.101675,-0.101675,0
"01/01/2000","subsector","518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0,0,0
"01/01/2000","subsector","519 Otros servicios de información",,,1
"01/01/2000","subsector","522 Instituciones de intermediación crediticia y financiera no bursátil",16.70016646,16.70016646,0
"01/01/2000","subsector","523 Actividades bursátiles, cambiarias y de inversión financiera",0,0,0
"01/01/2000","subsector","524 Compañías de fianzas, seguros y pensiones",1.304682,1.304682,0
"01/01/2000","subsector","531 Servicios inmobiliarios",0.304207,0.304207,0
"01/01/2000","subsector","532 Servicios de alquiler de bienes muebles",0,0,0
"01/01/2000","subsector","533 Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0
"01/01/2000","subsector","541 Servicios profesionales, científicos y técnicos",0.28908,0.28908,0
"01/01/2000","subsector","561 Servicios de apoyo a los negocios",0.570462,0.554083,0
"01/01/2000","subsector","562 Manejo de residuos y desechos, y servicios de remediación",0,0,0
"01/01/2000","subsector","611 Servicios educativos",0,0,0
"01/01/2000","subsector","621 Servicios médicos de consulta externa y servicios relacionados",0,0,0
"01/01/2000","subsector","622 Hospitales",0,0,0
"01/01/2000","subsector","623 Residencias de asistencia social y para el cuidado de la salud",0,0,0
"01/01/2000","subsector","624 Otros servicios de asistencia social",0,0,0
"01/01/2000","subsector","711 Servicios artísticos, culturales y deportivos, y otros servicios relacionados",0,0,0
"01/01/2000","subsector","713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos",,,1
"01/01/2000","subsector","721 Servicios de alojamiento temporal",15.68621036,15.68621036,0
"01/01/2000","subsector","722 Servicios de preparación de alimentos y bebidas",0.441683,0.441683,0
"01/01/2000","subsector","811 Servicios de reparación y mantenimiento",0,0,0
"01/01/2000","subsector","812 Servicios personales",0,0,0
"01/01/2000","subsector","813 Asociaciones y organizaciones",0,0,0
"01/01/2000","Tipo de inversión","Cuentas entre compañías",74.94904,74.94904,0
"01/01/2000","Tipo de inversión","Nuevas inversiones",91.52528,91.52528,0
"01/01/2000","Tipo de inversión","Reinversión de utilidades",72.56895,72.56895,0
"01/01/2001","sector","11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.77754,0.77754,0
"01/01/2001","sector","21 Minería",,,1
"01/01/2001","sector","22 Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",,2.714572,0
"01/01/2001","sector","23 Construcción",0.302059,0.302043,0
"01/01/2001","sector","31-33 Industrias manufactureras",181.856165,181.856292,0
"01/01/2001","sector","43 y 46 Comercio",28.711188,28.019356,0
"01/01/2001","sector","48 y 49 Transportes, correos y almacenamiento",-10.399295,-10.669693,0
"01/01/2001","sector","51 Información en medios masivos",10.444211,10.444211,0
"01/01/2001","sector","52 Servicios financieros y de seguros",-20.85694572,-20.85692472,0
"01/01/2001","sector","53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",47.808664,47.808553,0
"01/01/2001","sector","54 Servicios profesionales, científicos y técnicos",-0.992171,-0.992171,0
"01/01/2001","sector","56 Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",-0.090485,-0.22852,0
"01/01/2001","sector","61 Servicios educativos",0.001157,0.001157,0
"01/01/2001","sector","62 Servicios de salud y de asistencia social",,,1
"01/01/2001","sector","71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0,0,0
"01/01/2001","sector","72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",10.58649909,10.58649909,0
"01/01/2001","sector","81 Otros servicios excepto actividades gubernamentales",0,0,0
"01/01/2001","sector","Confidencial",6.73556503,5.12123700000001,0
"01/01/2001","subsector","111 Agricultura",0.78962,0.78962,0
"01/01/2001","subsector","112 Cría y explotación de animales",0,0,0
"01/01/2001","subsector","113 Aprovechamiento forestal",0,0,0
"01/01/2001","subsector","115 Servicios relacionados con las actividades agropecuarias y forestales",,,1
"01/01/2001","subsector","211 Extracción de petróleo y gas",0,0,0
"01/01/2001","subsector","212 Minería de minerales metálicos y no metálicos, excepto petróleo y gas",,,1
"01/01/2001","subsector","213 Servicios relacionados con la minería",0,0,0
"01/01/2001","subsector","221 Generación, transmisión y distribución de energía eléctrica",,2.714572,0
"01/01/2001","subsector","222 Suministro de agua y suministro de gas por ductos al consumidor final",0,0,0
"01/01/2001","subsector","236 Edificación",,,1
"01/01/2001","subsector","237 Construcción de obras de ingeniería civil",,0,0
"01/01/2001","subsector","238 Trabajos especializados para la construcción",,,1
"01/01/2001","subsector","311 Industria alimentaria",-8.260512,-8.26051199999999,0
"01/01/2001","subsector","312 Industria de las bebidas y del tabaco",3.737388,3.737388,0
"01/01/2001","subsector","313 Fabricación de insumos textiles y acabado de textiles",,,1
"01/01/2001","subsector","314 Fabricación de productos textiles, excepto prendas de vestir",0.037082,0.037082,0
"01/01/2001","subsector","315 Fabricación de prendas de vestir",3.185299,3.185299,0
"01/01/2001","subsector","316 Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",0,0,0
"01/01/2001","subsector","321 Industria de la madera",0,0,0
"01/01/2001","subsector","322 Industria del papel",-0.420967,-0.420967,0
"01/01/2001","subsector","323 Impresión e industrias conexas",,,1
"01/01/2001","subsector","324 Fabricación de productos derivados del petróleo y del carbón",0,0,0
"01/01/2001","subsector","325 Industria química",16.755955,16.755955,0
"01/01/2001","subsector","326 Industria del plástico y del hule",3.646906,3.646906,0
"01/01/2001","subsector","327 Fabricación de productos a base de minerales no metálicos",,,1
"01/01/2001","subsector","331 Industrias metálicas básicas",5.609074,5.609201,0
"01/01/2001","subsector","332 Fabricación de productos metálicos",13.47814,13.47814,0
"01/01/2001","subsector","333 Fabricación de maquinaria y equipo",0.341801,0.341801,0
"01/01/2001","subsector","334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",111.044776,111.044776,0
"01/01/2001","subsector","335 Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",18.82679,18.82679,0
"01/01/2001","subsector","336 Fabricación de equipo de transporte",12.130926,12.130926,0
"01/01/2001","subsector","337 Fabricación de muebles, colchones y persianas",1.45409,1.45409,0
"01/01/2001","subsector","339 Otras industrias manufactureras",0.274421,0.274421,0
"01/01/2001","subsector","431 Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",2.080974,2.080974,0
"01/01/2001","subsector","432 Comercio al por mayor de productos textiles y calzado",0.062354,0.062354,0
"01/01/2001","subsector","433 Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca",1.602148,1.602148,0
"01/01/2001","subsector","434 Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",0.924572,0.924572,0
"01/01/2001","subsector","435 Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general",1.922359,1.922359,0
"01/01/2001","subsector","436 Comercio al por mayor de camiones y de partes y refacciones nuevas para automóviles, camionetas y camiones",0,0,0
"01/01/2001","subsector","437 Intermediación de comercio al por mayor",0,0,0
"01/01/2001","subsector","461 Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",,,1
"01/01/2001","subsector","462 Comercio al por menor en tiendas de autoservicio y departamentales",21.811882,21.811882,0
"01/01/2001","subsector","463 Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado",,,1
"01/01/2001","subsector","464 Comercio al por menor de artículos para el cuidado de la salud",0,0,0
"01/01/2001","subsector","465 Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal",0,0,0
"01/01/2001","subsector","466 Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados",0,0,0
"01/01/2001","subsector","467 Comercio al por menor de artículos de ferretería, tlapalería y vidrios",0,0,0
"01/01/2001","subsector","468 Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",,0,0
"01/01/2001","subsector","469 Comercio al por menor exclusivamente a través de Internet, y catálogos impresos, televisión y similares",0,0,0
"01/01/2001","subsector","481 Transporte aéreo",0,0,0
"01/01/2001","subsector","482 Transporte por ferrocarril",,,1
"01/01/2001","subsector","483 Transporte por agua",0,0,0
"01/01/2001","subsector","484 Autotransporte de carga",0,0,0
"01/01/2001","subsector","485 Transporte terrestre de pasajeros, excepto por ferrocarril",0,0,0
"01/01/2001","subsector","486 Transporte por ductos",,0,0
"01/01/2001","subsector","487 Transporte turístico",0,0,0
"01/01/2001","subsector","488 Servicios relacionados con el transporte",-12.227209,,1
"01/01/2001","subsector","492 Servicios de mensajería y paquetería",,,1
"01/01/2001","subsector","493 Servicios de almacenamiento",0,0,0
"01/01/2001","subsector","511 Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión",0,0,0
"01/01/2001","subsector","512 Industria fílmica y del video, e industria del sonido",0,0,0
"01/01/2001","subsector","515 Radio y televisión",,,1
"01/01/2001","subsector","517 Telecomunicaciones",9.636642,9.636642,0
"01/01/2001","subsector","518 Procesamiento electrónico de información, hospedaje y otros servicios relacionados",0,0,0
"01/01/2001","subsector","519 Otros servicios de información",,,1
"01/01/2001","subsector","522 Instituciones de intermediación crediticia y financiera no bursátil",-21.87394572,-21.87394572,0
"01/01/2001","subsector","523 Actividades bursátiles, cambiarias y de inversión financiera",0.001705,0.001726,0
"01/01/2001","subsector","524 Compañías de fianzas, seguros y pensiones",1.015295,1.015295,0
"01/01/2001","subsector","531 Servicios inmobiliarios",47.808664,47.808553,0
"01/01/2001","subsector","532 Servicios de alquiler de bienes muebles",0,0,0
"01/01/2001","subsector","533 Servicios de alquiler de marcas registradas, patentes y franquicias",0,0,0
"01/01/2001","subsector","541 Servicios profesionales, científicos y técnicos",-0.992171,-0.992171,0
"01/01/2001","subsector","561 Servicios de apoyo a los negocios",-0.090485,-0.22852,0
"01/01/2001","subsector","562 Manejo de residuos y desechos, y servicios de remediación",0,0,0
"01/01/2001","subsector","611 Servicios educativos",0.001157,0.001157,0
"01/01/2001","subsector","621 Servicios médicos de consulta externa y servicios relacionados",,,1
"01/01/2001","subsector","622 Hospitales",0,0,0
"01/01/2001","subsector","623 Residencias de asistencia social y para el cuidado de la salud",0,0,0
"01/01/2001","subsector","624 Otros servicios de asistencia social",0,0,0
"01/01/2001","subsector","711 Servicios artísticos, culturales y deportivos, y otros servicios relacionados",0,0,0
"01/01/2001","subsector","713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos",0,0,0
"01/01/2001","subsector","721 Servicios de alojamiento temporal",10.32789409,10.32789409,0
"01/01/2001","subsector","722 Servicios de preparación de alimentos y bebidas",0.258605,0.258605,0
"01/01/2001","subsector","811 Servicios de reparación y mantenimiento",0,0,0
"01/01/2001","subsector","812 Servicios personales",0,0,0
"01/01/2001","subsector","813 Asociaciones y organizaciones",0,0,0
"01/01/2001","Tipo de inversión","Cuentas entre compañías",-31.48471,-31.48472,0
"01/01/2001","Tipo de inversión","Nuevas inversiones",161.9637,161.9637,0
"01/01/2001","Tipo de inversión","Reinversión de utilidades",124.40516,124.40516,0
"01/01/2002","sector","11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,1
"01/01/2002","sector","21 Minería",,,1
"01/01/2002","sector","22 Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final",0.605285,0.605285,0
"01/01/2002","sector","23 Construcción",,,1
"01/01/2002","sector","31-33 Industrias manufactureras",62.542222,62.542222,0
"01/01/2002","sector","43 y 46 Comercio",20.892159,20.892159,0
"01/01/2002","sector","48 y 49 Transportes, correos y almacenamiento",6.888683,6.888683,0
"01/01/2002","sector","51 Información en medios masivos",9.402969,9.402969,0
"01/01/2002","sector","52 Servicios financieros y de seguros",77.57602201,77.57602201,0
"01/01/2002","sector","53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",41.825178,41.825178,0
